评论内容,观点词
"感觉书还是不错的,虽然单词简短,但是有同义词、常考用法和考频的标注,感觉很实用,用来扩大基础词量应该不错。书是16开的,比想象中厚,不过就是没有看出纸是浅绿色的……可能我对书页的颜色不敏感吧……印刷没什么问题,但也不算非常精致。总体上说,满意~卓越发货神速~支持~",书不错
"同样的 出版社同样的书皮,我手里《红鞋》虽然不是在卓越买的,但没想到这里也有这本书,因为这是本盗版书。感觉不怎么样,感觉一分不值。想买的还是别浪费9块大洋了。",说说!
"跟父母买的感觉不错用起来方便,看起来时尚,貌似用电也不是太多,顶一个,呵呵正确的选择",不错的选择
"封面很清爽,王跃文的书也一直很喜欢!",喜欢
作品本身自然不说什么了~纯爱小说天王不是白当的。 书也值了这个价~期待更多多引进Nicholas sparks的作品~~!!,Nicholas sparks的作品还能怎么说~
"感觉还是传统了一些,如果能加入些新的元素就好了",还可以
"没有答案啊,让我们自学的人很无奈啊",没有答案啊……失败
"儿子很喜欢,经常要我读给他听",儿子很喜欢
"寓意深刻的戏剧家,原来这就是伟大的戏剧的魔力。小男孩、小女孩手拉手,带上狗和猫,带上光,带上糖,还有。。。旅途是怎样的 ,不重要了,青鸟是什么样的,也不重要了。其实,幸福就在人们的手里,一旦意识到了,却抓的越紧,跑的越快。幸福就是和家人一起,幸福就是思念,童年。圣诞来了,你也没有华丽的衣服和好吃的东西,你也没有玩具么。那就去寻找青鸟吧。",幸福就在手中
"太划算了,比超市里便宜很多,还满100减20,包装好,送货快,支持卓越。关键是丫头太喜欢了,以前买过3岁的。",好!
"满意,笔记本速度提升",满意
"包装精美,内容十分不错。",好
很好很好、、、、、、、、、、、、、、、、、、,...............
"因为实体书店已经买不到1所以来卓越买的,书很好很新,运输包装牢靠,没有碰坏","包装很好,没有碰坏或皱折~"
"字迹模糊,不清晰,印刷质量不好。纸质薄","质量不好,慎重购买"
"一分钱一分货,总体上字典质量蛮高的,纸质可以,内容详细,就是贵点 光驱带不起来  哪位可以教教我",还可以 比预计的好
"商品本身,就是这本书,应该是很好的~但是这发货速度啊,用牛车拉也拉到了吧?你以为还在汉朝的丝绸之路呢?年前下的单,现在还没到,不,是连发货都没发。感觉不会再爱了。",发货速度真是死慢死慢
"内容详尽丰富,对孕期每个阶段都有详细的描述,且有病例实证,还有一些美丽妈妈和漂亮宝宝的照片欣赏,值得购买。",推荐
书的质量还是很不错的,还不错
"自己家用,东西比较小巧,也很精致,感觉不错。",挺好
"我很喜欢啊,觉得各种规格的很全的尺寸,很实用,很值得",很喜欢
很不错~!老师推荐的~!,很不错
"很有情节的书,太棒了",盗墓笔记
"刚好搞优惠,纸质很好,值得购买",预祝自己考试成功
主要是两侧装不下水壶,不好用
"外面卖7元,这里九元。且里面的本子不是得力的,不推荐购买","价格偏贵,里面本子貌似不是得力的"
你的博文是我每天必看的:),支持无招
"东西不错,和我在书店里看到的一样,质量也不错","不错,"
"质量很好,粘的结实,薄薄的。",质量很好
朋友说挺好的  还行觉得,不错
"两者都不错,90 pro作为监听耳机,听诊器效应稍显明显。M10由于本身低频实力有限,再加上90薄弱的低频能力,对于喜欢听rock的听友来说不是一组很好的选择。 但是一旦拿去听女声,效果立竿见影,音高但不显得单薄,简单来说就是听的时间再长,耳朵也不会出现不适。 当然每个人的听觉都不一样,希望能在某一方面帮到想入手的玩家 :)",Sony M10+ck 90 pro
"移仓用了一周,然后才发货,我弟弟十分气愤,让我一定要给差评。and那个武林密码贴过期了。",移仓用了一周
"整整上下册,看完了还是意犹未尽,去找作者的其它著述了。",非常值得。
"包装是很漂亮啦,但是内容实在是太——少了吧!封面、封底叠在一起比内容页面都厚!月亮是什么味道啊?就是八只动物叠在一起,外加一条小鱼儿,总共17.2的味道。呵呵,当然,这不是卓越的错。昨晚给两岁女儿阅读了,她表现出来的感觉没有太大特别哦。所以说这本书是让小朋友发挥想象的空间呢?还是仅只教会认识九种动物?",这本书好···贵哦!
这本书有没有插图啊? 图多不多?  不要全部都是文字的,这本书有没有插图啊? 图多不多?
"内容挺丰富的,跟小朋友一起看,循序渐进",内容挺丰富的
"简单易懂,不错的东西",不错
"内容很充实,揭开冯玉祥鲜为人知的一面,但是,这本与蒋介石:1887-1975(上、下)的那两本一样,翻几次中间就脱页了,装订有严重问题。要惜了一本可以好好收藏的书。","内容充实,但很快纸张就脱落。"
"必恩威的U盘还不错...同事们感觉都觉得很漂亮,个人感觉也比较实用,快递的发货速度和配送员的服务态度我感觉都挺满意的,感谢卓越网带给我们的物品.谢谢!",U盘不错我很喜欢
"作者本身并没有实证经验,所写的内容基本是东拼西凑而成,作者不懂的地方都是直接选原文,但是所选与所论又不符合,根本没有价值可言。网络上有其电子版,有兴趣购买的道友不如先看看电子版,等心中有了定解再购实体书不妨。",作者本身没有修证经验
"书的设计简约,拿在手里很轻,字迹很清晰。",好书
"用买古董的一句话:不真,你懂的,连假的防伪也懒的贴啊,太懒啦",用买古董的一句话:不真
"书中的场景分明,但又结合紧密,整个情节扣人心弦,稍加修改就是一部很好的剧本,非常期待电影的面市!",扣人心弦
"做工很精致,很适合女性使用","外形很漂亮,精致小巧"
通过近代货币战争来剖析各种金融战争媒介。其中几个情节阅读的时候就像看电影一般那么刺激。,"很耐读,特别是一些历史情节"
"用起来还可以,总体蛮不错",还算可以
"刚下单时没注意以为就是诗选,收到后才发现是情诗。  全彩的页面内容很不错。但是封面不行,太OUT,退掉那张壳就很难看",情诗选
"赶快到PPS上看这部电影吧,无论剧情还是视觉效果都超好",the film is very good
"外表蛮精致悦目的,本以为会大点,哪知道相当小巧,意料之外啊",比想象中小巧
"对孩子有吸引力,推荐",内容很实用
"必须支持呀,杠杠滴必须支持酱子不加V啊",必须支持酱子不加V啊
进口的书感觉都很好,好
"王阳明的心学作为践履之学,“心即理”、“知行合一”、“致良知”等主要部分构筑起较为缜密的去伪存真体系,对内心世界即生命天地的探索,无疑为世人提供了一种不为外物所役的思想体系。 在当代国人普遍遭遇精神困境的转型时代,跟随王阳明波澜壮阔的沉浮人生,和他一起体验生命之乐,倾听内心的真实声音,去体悟如何超越身体藩篱,从而将自身塑造成一位自由之人,可为一剂良方。",心学是一剂良方
"通俗易懂,慢慢研究中呢",好书
"作者以高度负责的态度,履行了10年政协委员的职责。 10年“两会”间的近50个提案,写出了作者逐渐成熟的政策主张。有的已经建言成真,如消除对乙肝携带者歧视的建议,基本得到了政府与社会的采纳与支持;有的正在引起关注,如两次提出放开“二胎”、调整我国人口结构的建议,对我国计生政策产生了一定影响。",建言者说--十年政协提案小集
"这一系列的都不错,纸质印刷都没得说。经典,值得一度。",好书
书上写得还算详细但是适合有一定基础的。,不太适合初学者
"书的内容很好,适合对逻辑思维感兴趣的读者学习,这一点要感谢编者。书的印刷也不错,这一点感谢店家。本书值得一看。",软件硬件都不错
"不错,质量挺好的!~~~~~~~~~~~",考研教材
挺有意思的 但是有些贵,文艺的生存道理
"如同介紹的一樣,好用,安靜,暫時沒有不好的!!",真的好!
"谈论“管理”的书籍如果太晦涩就没意思了。管理是个很大的词语,从来不是一个人、一件事,而是组织结构的变动,所以,如果某个作者以学术的角度或方式来写作,我们这些读者就会很痛苦。本来就是玄而又玄的东西,作者要是继续抽象我们就不用活了。   Drucker的提出的想法(或者说理论)放到今天来读,已经比较好理解了,一是因为他本人推动了人们对此方面的意识普及,另一方面是因为现实的发展印证了他的观点。我推荐这本书,还不是因为他说对了很多事情,而是他的思维方式、关注角度和对一些事物发展的预见是非常有意思的(也是正确的)。   不知道是不是德鲁克本人的行文特点,这本书和很多很多的“德鲁克管理方式”“德鲁克精神”之类的管理手段的书都不一样。这本书不枯燥,不遥远,行文用语都很通俗易懂,举的例子都是身边熟悉的,可以说是举轻而明重。另一个让人惊讶的地方是德鲁克的知识非常广泛,涉及各个行业的各个角落,他可以很轻松地举出某个企业或者某本小说描述的行业来展示他的观点。   尤其考虑到他写这些书所处的时代环境,这些预见性的言论更显得令人惊奇。他对数据、信息的关注才是他所有管理相关理论的核心。我很高兴自己第一次认真阅读的是《下一个社会的管理》这本书,它肯定了一些我本人的思考和想法,也开拓了我的视野。   中文名字有歧义的,容易让人以为是如何管理下一个社会。其实Management in next society 应该理解为 “在下一个社会中,我们应该用什么样的方式管理(企业、社会组织)”。推荐这本书,它能让人思想受益。","易读,易懂,思想受益"
"前些日子购买了一本新手学黑客攻防(附带了一个VCD光盘)书还行只是有些简单,但附带的VCD无论在电脑和VCD机器上放怎么也放不出来影呢,没有找到其它的与卖家的联系方式只能在这问一下,希望卖家能给解决一下.谢谢",VCD放不出影呀
"看了开头,还没看完~",不错~
"书非常好,印刷和排版十分精致,和外面原价买回来的书一模一样,而且是全彩还有贴纸送,十分喜欢。价格还便宜很多。",太喜欢
"我弟弟很喜欢,价钱也合理很好呢",滚滚球
"用一个下午和一个晚上把书看完了,很珍贵的资料。为迈克尔的遭遇而心伤,为辩护律师的智慧而折服。",很珍贵的资料
"货不错,虽是再制造,但不影响使用,就是有点小贵。。。","货不错,虽是再制造,但不影响使用,就是有点小贵。。。"
